"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","9","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3135","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","8769","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","[{""page_index"":0,""viewing_time"":5632}]","5632","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","13957","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","5001","[""shark""]","0","12","1209","774","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","16921","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","[{""page_index"":0,""viewing_time"":2955}]","2955","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","19823","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","2900","[""tiger""]","0","12","1209","774","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","20873","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","[{""page_index"":0,""viewing_time"":1046.0000000000036}]","1046.0000000000036","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","119020","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","[{""page_index"":0,""viewing_time"":9849},{""page_index"":1,""viewing_time"":6084.999999999996},{""page_index"":2,""viewing_time"":6903},{""page_index"":3,""viewing_time"":5035},{""page_index"":4,""viewing_time"":5335},{""page_index"":5,""viewing_time"":5285},{""page_index"":6,""viewing_time"":6252},{""page_index"":7,""viewing_time"":6685},{""page_index"":8,""viewing_time"":6170},{""page_index"":9,""viewing_time"":16255.000000000015},{""page_index"":10,""viewing_time"":7867.999999999985},{""page_index"":11,""viewing_time"":5686},{""page_index"":12,""viewing_time"":6052},{""page_index"":13,""viewing_time"":4685}]","98145","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","122465","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","591.0000000000146","","","12","1209","774","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1441]","1","0","0","","","","","","","","",""
"pit-trial","9","125569","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","250","","","12","1209","774","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1100.9999999999854]","1","0","0","","","","","","","","",""
"pit-trial","10","128865","0.0-2.0-4.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","444","","","12","1209","774","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1294]","1","0","0","","","","","","","","",""
"pit-trial","11","132521","0.0-2.0-4.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","800.9999999999854","","","12","1209","774","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1654]","1","0","0","","","","","","","","",""
"pit-trial","12","136110","0.0-2.0-4.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","737","","","12","1209","774","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1587]","1","0","0","","","","","","","","",""
"pit-instructions","13","155698","0.0-2.0-5.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","[{""page_index"":0,""viewing_time"":4314},{""page_index"":1,""viewing_time"":5235.000000000029},{""page_index"":2,""viewing_time"":4684.999999999971},{""page_index"":3,""viewing_time"":5351.000000000029}]","19585.00000000003","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","160550","0.0-2.0-6.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","-1","","","12","1209","774","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","15","165404","0.0-2.0-6.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","-1","","","12","1209","774","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","16","170257","0.0-2.0-6.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2295""
","
","","","-1","","","12","1209","774","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
