"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","11","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","7447","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","11911","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","[{""page_index"":0,""viewing_time"":4460.70000000298}]","4461.10000000149","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","15312","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","3397.5999999940395","[""shark""]","0","23","1241","542","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","20685","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","[{""page_index"":0,""viewing_time"":5355.70000000298}]","5356","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","23597","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","2908.5999999940395","[""tiger""]","0","23","1241","542","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","24305","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","[{""page_index"":0,""viewing_time"":704.9000000059605}]","705.3000000044703","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","121434","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","[{""page_index"":0,""viewing_time"":10636.5},{""page_index"":1,""viewing_time"":5640.60000000149},{""page_index"":2,""viewing_time"":6824.79999999702},{""page_index"":3,""viewing_time"":5841},{""page_index"":4,""viewing_time"":6099.5},{""page_index"":5,""viewing_time"":6213.89999999851},{""page_index"":6,""viewing_time"":6295.70000000298},{""page_index"":7,""viewing_time"":6640.39999999851},{""page_index"":8,""viewing_time"":6020.5},{""page_index"":9,""viewing_time"":8460.60000000149},{""page_index"":10,""viewing_time"":8431.10000000149},{""page_index"":11,""viewing_time"":8456.09999999404},{""page_index"":12,""viewing_time"":6118.10000000149},{""page_index"":13,""viewing_time"":5447.60000000149}]","97127","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","124736","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","446.79999999701977","","","23","1241","542","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1297.4000000059605]","1","0","0","","","","","","","","",""
"pit-trial","9","128178","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","585.2000000029802","","","23","1241","542","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1435.8000000044703]","1","0","0","","","","","","","","",""
"pit-trial","10","131541","0.0-2.0-4.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","506.30000000447035","","","23","1241","542","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1356.8000000044703]","1","0","0","","","","","","","","",""
"pit-trial","11","134966","0.0-2.0-4.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","570.8999999985099","","","23","1241","542","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1421.3999999985099]","1","0","0","","","","","","","","",""
"pit-trial","12","138347","0.0-2.0-4.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","","527.2000000029802","","","23","1241","542","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1378.5]","1","0","0","","","","","","","","",""
"pit-instructions","13","160705","0.0-2.0-5.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""6488""
","
","","[{""page_index"":0,""viewing_time"":5784.29999999702},{""page_index"":1,""viewing_time"":6102.20000000298},{""page_index"":2,""viewing_time"":4378.29999999702},{""page_index"":3,""viewing_time"":6090.29999999702}]","22355.5","","","","","","","","","","","","","","","","","","","","","","","","",""
