"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","18","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","67028","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","75212","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":8179.199999999953}]","8180.099999999977","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","78909","0.0-2.0-1.0-0.0","battery-v0.2","","","3692.79999999993","[""shark""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","82428","0.0-2.0-1.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3503.8000000000466}]","3504.3000000000466","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","84485","0.0-2.0-2.0-0.0","battery-v0.2","","","2052.70000000007","[""tiger""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","86069","0.0-2.0-2.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1579.0999999999767}]","1579.6999999999534","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","234748","0.0-2.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":8173.300000000047},{""page_index"":1,""viewing_time"":6768.599999999977},{""page_index"":2,""viewing_time"":7584.5},{""page_index"":3,""viewing_time"":5489.099999999977},{""page_index"":4,""viewing_time"":11144.699999999953},{""page_index"":5,""viewing_time"":43037},{""page_index"":6,""viewing_time"":7000.300000000047},{""page_index"":7,""viewing_time"":8744.800000000047},{""page_index"":8,""viewing_time"":8784.79999999993},{""page_index"":9,""viewing_time"":8217.099999999977},{""page_index"":10,""viewing_time"":12216.90000000014},{""page_index"":11,""viewing_time"":9241.199999999953},{""page_index"":12,""viewing_time"":7506.399999999907},{""page_index"":13,""viewing_time"":4766.800000000047}]","148676.19999999995","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","238384","0.0-2.0-4.0-0.0","battery-v0.2","","","771.6999999999534","","","23","855","750","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1622.3999999999069]","1","0","0","","","","","","","","",""
"pit-trial","9","241856","0.0-2.0-4.1-0.1","battery-v0.2","","","601.3000000000466","","","23","855","750","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1455.2000000001863]","1","0","0","","","","","","","","",""
"pit-trial","10","245695","0.0-2.0-4.2-0.2","battery-v0.2","","","982.4000000001397","","","23","855","750","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1833.3000000000466]","1","0","0","","","","","","","","",""
"pit-trial","11","249098","0.0-2.0-4.3-0.3","battery-v0.2","","","544.7000000001863","","","23","855","750","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1395.6000000000931]","1","0","0","","","","","","","","",""
"pit-trial","12","252499","0.0-2.0-4.4-0.4","battery-v0.2","","","544.5999999998603","","","23","855","750","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1394.5999999998603]","1","0","0","","","","","","","","",""
"pit-instructions","13","477413","0.0-2.0-5.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":208333.19999999995},{""page_index"":1,""viewing_time"":5896.5},{""page_index"":2,""viewing_time"":5560.5},{""page_index"":3,""viewing_time"":5120.700000000186}]","224911.40000000014","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","482280","0.0-2.0-6.0-0.0","battery-v0.2","","","-1","","","23","855","750","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","15","487161","0.0-2.0-6.1-0.1","battery-v0.2","","","-1","","","23","855","750","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","16","492024","0.0-2.0-6.2-0.2","battery-v0.2","","","-1","","","23","855","750","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","17","496907","0.0-2.0-6.3-0.3","battery-v0.2","","","-1","","","23","855","750","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","18","501774","0.0-2.0-6.4-0.4","battery-v0.2","","","-1","","","23","855","750","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-instructions","19","1328866","0.0-2.0-7.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":6991.399999999907},{""page_index"":1,""viewing_time"":6408.700000000186},{""page_index"":2,""viewing_time"":7336.699999999953},{""page_index"":3,""viewing_time"":6704.699999999953},{""page_index"":4,""viewing_time"":445373.6000000001},{""page_index"":5,""viewing_time"":132213.69999999984},{""page_index"":6,""viewing_time"":4912.5},{""page_index"":7,""viewing_time"":8137},{""page_index"":8,""viewing_time"":15601.600000000093},{""page_index"":9,""viewing_time"":71231.20000000019},{""page_index"":10,""viewing_time"":9112.899999999907},{""page_index"":11,""viewing_time"":39612.200000000186},{""page_index"":12,""viewing_time"":6664.699999999721},{""page_index"":13,""viewing_time"":6696.700000000186},{""page_index"":14,""viewing_time"":6592.5},{""page_index"":15,""viewing_time"":6616.799999999814},{""page_index"":16,""viewing_time"":11969.399999999907},{""page_index"":17,""viewing_time"":37852}]","830028.9","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","1332505","0.0-2.0-8.0-0.0","battery-v0.2","","","784.8000000002794","","","23","855","750","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1635.2999999998137]","1","0","1","","","","","","","","",""
"pit-trial","21","1335959","0.0-2.0-8.0-1.0","battery-v0.2","","","600.6999999997206","","","23","855","750","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1451.6999999997206]","1","0","1","","","","","","","","",""
"pit-trial","22","1339333","0.0-2.0-8.0-2.0","battery-v0.2","","","519.6000000000931","","","23","855","750","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1370.3999999999069]","1","0","1","","","","","","","","",""
"pit-trial","23","1342664","0.0-2.0-8.0-3.0","battery-v0.2","","","476.89999999990687","","","23","855","750","&#9776;","elianto","#3366ff99"," "," ","1","0","[1328.4000000003725]","1","0","1","","","","","","","","",""
"pit-trial","24","1345897","0.0-2.0-8.0-4.0","battery-v0.2","","","379.89999999990687","","","23","855","750","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1230.1000000000931]","1","0","1","","","","","","","","",""
"call-function","25","1345899","0.0-2.0-9.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","1493603","0.0-2.0-10.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":9680.400000000373},{""page_index"":1,""viewing_time"":32651.5},{""page_index"":2,""viewing_time"":9912.899999999907},{""page_index"":3,""viewing_time"":87385.19999999972},{""page_index"":4,""viewing_time"":8072.700000000186}]","147703.1000000001","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","27","1496975","0.0-2.0-11.0-0.0","battery-v0.2","","","517.3999999999069","","","23","855","750","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1368.2999999998137]","1","0","2","","","","","","","","",""
"pit-trial","28","1500207","0.0-2.0-11.0-1.0","battery-v0.2","","","366.29999999981374","","","23","855","750","&#9761;","elianto","#3366ff99","-1"," ","0","0","[1219.6000000000931]","1","0","2","","","","","","","","",""
"pit-trial","29","1505073","0.0-2.0-11.0-2.0","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","30","1509944","0.0-2.0-11.0-3.0","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2","","","","","","","","",""
"pit-trial","31","1514812","0.0-2.0-11.0-4.0","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","32","1519674","0.0-2.0-11.1-0.1","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","33","1524539","0.0-2.0-11.1-1.1","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","34","1529391","0.0-2.0-11.1-2.1","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"pit-trial","35","1534245","0.0-2.0-11.1-3.1","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","0","[]","0","0","2","","","","","","","","",""
"pit-trial","36","1539099","0.0-2.0-11.1-4.1","battery-v0.2","","","-1","","","23","855","750","&#9761;","elianto","#3366ff99","-1","-1","1","+10","[]","0","0","2","","","","","","","","",""
"call-function","37","1539100","0.0-2.0-12.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","38","1577483","0.0-2.0-13.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":7586.5},{""page_index"":1,""viewing_time"":11089.200000000186},{""page_index"":2,""viewing_time"":3368.2999999998137},{""page_index"":3,""viewing_time"":12033.200000000186},{""page_index"":4,""viewing_time"":4304.5}]","38382.10000000009","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","39","1580879","0.0-2.0-14.0-0.0","battery-v0.2","","","529.1000000000931","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1"," ","0","-10","[1379.2000000001863]","1","0","3","","","","","","","","",""
"pit-trial","40","1583992","0.0-2.0-14.0-1.0","battery-v0.2","","","244.39999999990687","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1"," ","0","-10","[1097.1000000000931]","1","0","3","","","","","","","","",""
"pit-trial","41","1588853","0.0-2.0-14.0-2.0","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","42","1593723","0.0-2.0-14.0-3.0","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","0","3","","","","","","","","",""
"pit-trial","43","1598603","0.0-2.0-14.0-4.0","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","44","1603477","0.0-2.0-14.1-0.1","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","45","1608355","0.0-2.0-14.1-1.1","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","46","1613209","0.0-2.0-14.1-2.1","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"pit-trial","47","1618063","0.0-2.0-14.1-3.1","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","-10","[]","0","0","3","","","","","","","","",""
"pit-trial","48","1622915","0.0-2.0-14.1-4.1","battery-v0.2","","","-1","","","23","855","750","&#9826;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","0","3","","","","","","","","",""
"call-function","49","1622917","0.0-2.0-15.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","50","1863857","0.0-2.0-16.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":100284.70000000019},{""page_index"":1,""viewing_time"":13720.899999999907},{""page_index"":2,""viewing_time"":21274.19999999972},{""page_index"":3,""viewing_time"":105658.80000000028}]","240939.1000000001","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","51","1868710","0.0-2.0-17.0-0.0","battery-v0.2","","","-1","","","23","855","750","&#9789;","elianto","#f73b6a7A"," ","-1","0","-10","[]","0","0","4","","","","","","","","",""
"pit-trial","52","1871793","0.0-2.0-17.0-1.0","battery-v0.2","","","229.20000000018626","","","23","855","750","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1079.2000000001863]","1","0","4","","","","","","","","",""
"pit-trial","53","1874952","0.0-2.0-17.0-2.0","battery-v0.2","","","305.5","","","23","855","750","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1155.3999999999069]","1","0","4","","","","","","","","",""
"pit-trial","54","1878079","0.0-2.0-17.0-3.0","battery-v0.2","","","274.39999999990687","","","23","855","750","&#9789;","elianto","#f73b6a7A"," "," ","1","-10","[1124.8999999999069]","1","0","4","","","","","","","","",""
"pit-trial","55","1881123","0.0-2.0-17.0-4.0","battery-v0.2","","","190","","","23","855","750","&#9789;","elianto","#f73b6a7A"," "," ","1","0","[1040.1999999997206]","1","0","4","","","","","","","","",""
"call-function","56","1881125","0.0-2.0-18.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","57","2568058","0.0-2.0-19.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":541509.0999999996},{""page_index"":1,""viewing_time"":9577},{""page_index"":2,""viewing_time"":29907.100000000093},{""page_index"":3,""viewing_time"":6432.700000000186},{""page_index"":4,""viewing_time"":8232.799999999814},{""page_index"":5,""viewing_time"":78247.8999999999},{""page_index"":6,""viewing_time"":4816.800000000279},{""page_index"":7,""viewing_time"":4616.5},{""page_index"":8,""viewing_time"":3592.1999999997206}]","686932.6999999997","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","58","2572507","0.0-2.0-20.0-0.0","battery-v0.2","","","4445.800000000279","[""SPACE""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","59","2575266","0.0-2.0-20.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2736.8000000002794}]","2737.2000000001863","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","60","2581275","0.0-2.0-21.0-0.0","battery-v0.2","","","6005.299999999814","[""10""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","61","2582803","0.0-2.0-21.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1507.2000000001863}]","1507.7000000001863","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","62","2589316","0.0-2.0-22.0-0.0","battery-v0.2","","","6509.5999999996275","[""0""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","63","2593932","0.0-2.0-22.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":4593.5}]","4593.899999999907","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","64","2602373","0.0-2.0-23.0-0.0","battery-v0.2","","","8438","[""True""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","65","2604341","0.0-2.0-23.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1945.3999999999069}]","1945.8000000002794","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","66","2643538","0.0-2.0-24.0-0.0","battery-v0.2","","","39193.30000000028","[""True""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","67","2645658","0.0-2.0-24.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2091.100000000093}]","2091.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","68","2652883","0.0-2.0-25.0-0.0","battery-v0.2","","","7222.300000000279","[""True""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","69","2655355","0.0-2.0-25.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2447.399999999907}]","2448","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","70","2660564","0.0-2.0-26.0-0.0","battery-v0.2","","","5205.800000000279","[""False""]","0","23","855","750","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","71","2662580","0.0-2.0-26.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1992.8999999999069}]","1993.3999999999069","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","72","2678549","0.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":3669.600000000093},{""page_index"":1,""viewing_time"":5256.399999999907},{""page_index"":2,""viewing_time"":7040.800000000279}]","15967.200000000186","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","73","2681952","0.0-4.0","battery-v0.2","","","531","","","23","855","750","&#9752;","elianto","#f73b6a7A"," "," ","1","-10","[1383.7000000001863]","1","1","","","855","1","3","3","lose","go","1","[]"
"pit-trial","74","2685488","0.0-5.0","battery-v0.2","","","671.2999999998137","","","23","855","750","&#9733;","elianto","#3366ff99","-1"," ","0","0","[1522.5]","1","1","","","855","2","2","2","win","no-go","0","0"
"pit-trial","75","2689183","0.0-6.0","battery-v0.2","","","827.5999999996275","","","23","855","750","&#9730;","elianto","#3366ff99"," "," ","1","+10","[1678.5]","1","1","","","855","3","1","1","win","go","0","0"
"pit-trial","76","2694043","0.0-7.0","battery-v0.2","","","-1","","","23","855","750","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","855","4","0","4","lose","no-go","0","0"
"pit-trial","77","2698918","0.0-8.0","battery-v0.2","","","-1","","","23","855","750","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","855","5","0","4","lose","no-go","0","0"
"pit-trial","78","2702610","0.0-9.0","battery-v0.2","","","827.2999999998137","","","23","855","750","&#9730;","elianto","#3366ff99"," "," ","1","+10","[1680.1999999997206]","1","1","","","855","6","1","1","win","go","0","0"
"pit-trial","79","2707482","0.0-10.0","battery-v0.2","","","-1","","","23","855","750","&#9733;","elianto","#3366ff99","-1","-1","1","+10","[]","0","1","","","855","7","2","2","win","no-go","0","0"
"pit-trial","80","2710900","0.0-11.0","battery-v0.2","","","563.6000000000931","","","23","855","750","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[1414.7000000001863]","1","1","","","855","8","3","3","lose","go","0","0"
"pit-trial","81","2714332","0.0-12.0","battery-v0.2","","","578.5999999996275","","","23","855","750","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[1428.7999999998137]","1","1","","","855","9","3","3","lose","go","0","0"
"pit-trial","82","2718159","0.0-13.0","battery-v0.2","","","973.8999999999069","","","23","855","750","&#9733;","elianto","#3366ff99","-1"," ","0","+10","[1824.7000000001863]","1","1","","","855","10","2","2","win","no-go","1","0"
"pit-trial","83","2723012","0.0-14.0","battery-v0.2","","","-1","","","23","855","750","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","855","11","0","4","lose","no-go","0","0"
"pit-trial","84","2726767","0.0-15.0","battery-v0.2","","","901.5","","","23","855","750","&#9730;","elianto","#3366ff99"," "," ","1","0","[1752.3000000002794]","1","1","","","855","12","1","1","win","go","1","0"
"pit-trial","85","2731620","0.0-16.0","battery-v0.2","","","-1","","","23","855","750","&#9728;","elianto","#f73b6a7A","-1","-1","1","0","[]","0","1","","","855","13","0","4","lose","no-go","0","0"
"pit-trial","86","2735508","0.0-17.0","battery-v0.2","","","1035.3999999999069","","","23","855","750","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[1885.6000000000931]","1","1","","","855","14","3","3","lose","go","0","0"
"pit-trial","87","2739125","0.0-18.0","battery-v0.2","","","763.6000000000931","","","23","855","750","&#9730;","elianto","#3366ff99"," "," ","1","+10","[1613.7999999998137]","1","1","","","855","15","1","1","win","go","0","0"
"pit-trial","88","2742778","0.0-19.0","battery-v0.2","","","799.3999999999069","","","23","855","750","&#9733;","elianto","#3366ff99","-1"," ","0","0","[1649.8999999999069]","1","1","","","855","16","2","2","win","no-go","0","0"
"pit-trial","89","2746416","0.0-20.0","battery-v0.2","","","785","","","23","855","750","&#9733;","elianto","#3366ff99","-1"," ","0","0","[1635.4000000003725]","1","1","","","855","17","2","2","win","no-go","0","0"
"pit-trial","90","2750113","0.0-21.0","battery-v0.2","","","844.5999999996275","","","23","855","750","&#9752;","elianto","#f73b6a7A"," "," ","1","0","[1694.7999999998137]","1","1","","","855","18","3","3","lose","go","0","0"
