"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","19","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4436","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","10098","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","[{""page_index"":0,""viewing_time"":5651}]","5655","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","12731","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","","2620.000000000002","[""shark""]","0","24","1051","541","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","14508","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","[{""page_index"":0,""viewing_time"":1709.9999999999982}]","1710.9999999999982","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","16470","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","","1953.9999999999982","[""tiger""]","0","24","1051","541","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","17452","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","[{""page_index"":0,""viewing_time"":975.9999999999964}]","976.9999999999964","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","138000","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","[{""page_index"":0,""viewing_time"":8961.000000000004},{""page_index"":1,""viewing_time"":6467.999999999996},{""page_index"":2,""viewing_time"":6605},{""page_index"":3,""viewing_time"":9397},{""page_index"":4,""viewing_time"":7918},{""page_index"":5,""viewing_time"":7693},{""page_index"":6,""viewing_time"":7087},{""page_index"":7,""viewing_time"":14142},{""page_index"":8,""viewing_time"":10628},{""page_index"":9,""viewing_time"":14899},{""page_index"":10,""viewing_time"":7466},{""page_index"":11,""viewing_time"":7667.000000000015},{""page_index"":12,""viewing_time"":6024.999999999985},{""page_index"":13,""viewing_time"":5585}]","120542","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","141463","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","","604.9999999999709","","","24","1051","541","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1456]","1","0","0","","","","","","","","",""
"pit-trial","9","144822","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3538""
","
","","","500","","","24","1051","541","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1351]","1","0","0","","","","","","","","",""
