"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","24","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","6642","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","12252","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","[{""page_index"":0,""viewing_time"":5606.300000011921}]","5607","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","20015","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","7752.700000017881","[""shark""]","0","25","1011","374","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","23085","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","[{""page_index"":0,""viewing_time"":3019.9000000059605}]","3020.2000000178814","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","26833","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","3744.0999999940395","[""tiger""]","0","25","1011","374","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","28219","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","[{""page_index"":0,""viewing_time"":1377.800000011921}]","1378.4000000059605","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","141696","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","[{""page_index"":0,""viewing_time"":10238.40000000596},{""page_index"":1,""viewing_time"":7917.5999999940395},{""page_index"":2,""viewing_time"":8394},{""page_index"":3,""viewing_time"":5846},{""page_index"":4,""viewing_time"":7674.9000000059605},{""page_index"":5,""viewing_time"":9239.59999999404},{""page_index"":6,""viewing_time"":8218},{""page_index"":7,""viewing_time"":9008},{""page_index"":8,""viewing_time"":6544.700000017881},{""page_index"":9,""viewing_time"":10836.399999976158},{""page_index"":10,""viewing_time"":7211.800000011921},{""page_index"":11,""viewing_time"":8062.699999988079},{""page_index"":12,""viewing_time"":7358.9000000059605},{""page_index"":13,""viewing_time"":6919.9000000059605}]","113471.70000001788","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","145187","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","623.5999999940395","","","25","1011","374","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1473.9000000059605]","1","0","0","","","","","","","","",""
"pit-trial","9","148735","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","684.9000000059605","","","25","1011","374","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1537.8999999761581]","1","0","0","","","","","","","","",""
"pit-trial","10","152031","0.0-2.0-4.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","430.09999999403954","","","25","1011","374","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1282.7000000178814]","1","0","0","","","","","","","","",""
"pit-trial","11","155607","0.0-2.0-4.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","705","","","25","1011","374","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1561.199999988079]","1","0","0","","","","","","","","",""
"pit-trial","12","159337","0.0-2.0-4.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","","862.1999999880791","","","25","1011","374","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1720.0999999940395]","1","0","0","","","","","","","","",""
"pit-instructions","13","185293","0.0-2.0-5.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""5643""
","
","","[{""page_index"":0,""viewing_time"":5429.699999988079},{""page_index"":1,""viewing_time"":6244.800000011921},{""page_index"":2,""viewing_time"":8853.5},{""page_index"":3,""viewing_time"":5424.299999982119}]","25952.59999999404","","","","","","","","","","","","","","","","","","","","","","","","",""
