"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","11","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","2787","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","6371","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","[{""page_index"":0,""viewing_time"":3576.7999999523163}]","3577.7999999523163","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","9501","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","3122.7000000476837","[""shark""]","0","17","1122","247","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","12835","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","[{""page_index"":0,""viewing_time"":3305.100000143051}]","3306.100000143051","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","15971","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","3127.5999999046326","[""tiger""]","0","17","1122","247","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","16801","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","[{""page_index"":0,""viewing_time"":824.2000000476837}]","824.9000000953674","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","140041","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","[{""page_index"":0,""viewing_time"":33649.5},{""page_index"":1,""viewing_time"":5936},{""page_index"":2,""viewing_time"":6367.100000143051},{""page_index"":3,""viewing_time"":5360.5},{""page_index"":4,""viewing_time"":5736.699999809265},{""page_index"":5,""viewing_time"":5394.600000143051},{""page_index"":6,""viewing_time"":6349.099999904633},{""page_index"":7,""viewing_time"":6277.5},{""page_index"":8,""viewing_time"":6165.100000143051},{""page_index"":9,""viewing_time"":9568.899999856949},{""page_index"":10,""viewing_time"":7304.5},{""page_index"":11,""viewing_time"":8907.5},{""page_index"":12,""viewing_time"":6844.299999952316},{""page_index"":13,""viewing_time"":9373.200000047684}]","123235.40000009537","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","143453","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","548.4000000953674","","","17","1122","247","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1400.2000000476837]","1","0","0","","","","","","","","",""
"pit-trial","9","146774","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","457.7000000476837","","","17","1122","247","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1308.5]","1","0","0","","","","","","","","",""
"pit-trial","10","150029","0.0-2.0-4.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","390.7000000476837","","","17","1122","247","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1242.2999999523163]","1","0","0","","","","","","","","",""
"pit-trial","11","153324","0.0-2.0-4.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","430.10000014305115","","","17","1122","247","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1281.9000000953674]","1","0","0","","","","","","","","",""
"pit-trial","12","156563","0.0-2.0-4.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","","378","","","17","1122","247","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1229]","1","0","0","","","","","","","","",""
"pit-instructions","13","176144","0.0-2.0-5.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""1794""
","
","","[{""page_index"":0,""viewing_time"":4836.600000143051},{""page_index"":1,""viewing_time"":5298.700000047684},{""page_index"":2,""viewing_time"":4330.5},{""page_index"":3,""viewing_time"":5106.099999904633}]","19573.10000014305","","","","","","","","","","","","","","","","","","","","","","","","",""
