"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","6","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4869","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","11039","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","[{""page_index"":0,""viewing_time"":6167}]","6167","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","14758","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","","3517","[""shark""]","0","15","1073","775","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","18055","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","[{""page_index"":0,""viewing_time"":3289}]","3289","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","20393","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","","2335.9999999999964","[""tiger""]","0","15","1073","775","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","21356","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","[{""page_index"":0,""viewing_time"":958.9999999999964}]","958.9999999999964","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","135208","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","[{""page_index"":0,""viewing_time"":8217},{""page_index"":1,""viewing_time"":6818},{""page_index"":2,""viewing_time"":7669},{""page_index"":3,""viewing_time"":9203},{""page_index"":4,""viewing_time"":6836},{""page_index"":5,""viewing_time"":9870},{""page_index"":6,""viewing_time"":6935},{""page_index"":7,""viewing_time"":9153},{""page_index"":8,""viewing_time"":8136},{""page_index"":9,""viewing_time"":9653},{""page_index"":10,""viewing_time"":8003},{""page_index"":11,""viewing_time"":8986},{""page_index"":12,""viewing_time"":7919.000000000015},{""page_index"":13,""viewing_time"":6452.999999999985}]","113851","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","138580","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","","518.9999999999709","","","15","1073","775","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1369.999999999971]","1","0","0","","","","","","","","",""
"pit-trial","9","142833","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3927""
","
","","","1399","","","15","1073","775","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[2249]","1","0","0","","","","","","","","",""
