"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","16","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3095","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","10458","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","[{""page_index"":0,""viewing_time"":7357.100000023842}]","7358.300000071526","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","14660","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","","4198","[""shark""]","0","20","1212","261","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","17130","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","[{""page_index"":0,""viewing_time"":2463.600000023842}]","2464.100000023842","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","19440","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","","2305","[""tiger""]","0","20","1212","261","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","20150","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","[{""page_index"":0,""viewing_time"":706.2999999523163}]","706.6999999284744","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","116065","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","[{""page_index"":0,""viewing_time"":7850.5},{""page_index"":1,""viewing_time"":5899.199999928474},{""page_index"":2,""viewing_time"":7619.700000047684},{""page_index"":3,""viewing_time"":5307.299999952316},{""page_index"":4,""viewing_time"":5446.300000071526},{""page_index"":5,""viewing_time"":5340.699999928474},{""page_index"":6,""viewing_time"":6955.300000071526},{""page_index"":7,""viewing_time"":6676.399999976158},{""page_index"":8,""viewing_time"":6558.399999976158},{""page_index"":9,""viewing_time"":10009.300000071526},{""page_index"":10,""viewing_time"":7525.799999952316},{""page_index"":11,""viewing_time"":8050.399999976158},{""page_index"":12,""viewing_time"":6715.700000047684},{""page_index"":13,""viewing_time"":5956.100000023842}]","95911.69999992847","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","119966","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","","1042.1000000238419","","","20","1212","261","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1893.5]","1","0","0","","","","","","","","",""
"pit-trial","9","123702","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2140""
","
","","","877.1999999284744","","","20","1212","261","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1727.6000000238419]","1","0","0","","","","","","","","",""
