"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","18","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3898","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","10130","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","","[{""page_index"":0,""viewing_time"":6227.599999904633}]","6228.099999904633","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","33543","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","
","","","23411.200000286102","[""fish""]","1","13","1225","1153","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","35026","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":1456.3000001907349}]","1456.9000000953674","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","5","68886","0.0-2.0-1.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":33855.59999990463}]","33856.300000190735","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","6","82930","0.0-2.0-1.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","14039.400000095367","[""shark""]","0","13","1225","1153","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","84956","0.0-2.0-1.1-1.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":2024}]","2024.3000001907349","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","8","101642","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","16683.5","[""tiger""]","0","13","1225","1153","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","9","102940","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":1291.9000000953674}]","1292.4000000953674","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","10","239119","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":9136.199999809265},{""page_index"":1,""viewing_time"":5630.700000286102},{""page_index"":2,""viewing_time"":6390},{""page_index"":3,""viewing_time"":6308},{""page_index"":4,""viewing_time"":6249.699999809265},{""page_index"":5,""viewing_time"":7220.400000095367},{""page_index"":6,""viewing_time"":7248.5},{""page_index"":7,""viewing_time"":6833.799999713898},{""page_index"":8,""viewing_time"":7428.10000038147},{""page_index"":9,""viewing_time"":10828.799999713898},{""page_index"":10,""viewing_time"":25850.300000190735},{""page_index"":11,""viewing_time"":8610.599999904633},{""page_index"":12,""viewing_time"":22449},{""page_index"":13,""viewing_time"":5990.300000190735}]","136174.59999990463","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","11","244007","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9784;","elianto","#FFFFF080"," ","-1","0","&#10060","[3259.5]","1","0","0","","","","","","","","",""
"pit-trial","12","248887","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9784;","elianto","#FFFFF080"," ","-1","0","&#10060","[]","0","0","0","","","","","","","","",""
"pit-trial","13","252218","0.0-2.0-4.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","457.5","","","13","1225","1153","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1308.6999998092651]","1","0","0","","","","","","","","",""
"pit-trial","14","256187","0.0-2.0-4.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","1106","","","13","1225","1153","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1958.8000001907349]","1","0","0","","","","","","","","",""
"pit-trial","15","259797","0.0-2.0-4.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","749","","","13","1225","1153","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1599.2999997138977]","1","0","0","","","","","","","","",""
"pit-instructions","16","284084","0.0-2.0-5.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":4803.199999809265},{""page_index"":1,""viewing_time"":5707.10000038147},{""page_index"":2,""viewing_time"":6471.599999904633},{""page_index"":3,""viewing_time"":7304}]","24286.300000190735","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","17","288957","0.0-2.0-6.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","18","293827","0.0-2.0-6.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","19","298716","0.0-2.0-6.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","20","303586","0.0-2.0-6.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","21","308457","0.0-2.0-6.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","-1","","","13","1225","1153","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-instructions","22","460681","0.0-2.0-7.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","[{""page_index"":0,""viewing_time"":6409.799999713898},{""page_index"":1,""viewing_time"":7639.400000095367},{""page_index"":2,""viewing_time"":7392.900000095367},{""page_index"":3,""viewing_time"":6530.199999809265},{""page_index"":4,""viewing_time"":6529.10000038147},{""page_index"":5,""viewing_time"":6001.299999713898},{""page_index"":6,""viewing_time"":14088.700000286102},{""page_index"":7,""viewing_time"":8980},{""page_index"":8,""viewing_time"":8499.299999713898},{""page_index"":9,""viewing_time"":6688.200000286102},{""page_index"":10,""viewing_time"":11461.699999809265},{""page_index"":11,""viewing_time"":5809.099999904633},{""page_index"":12,""viewing_time"":7269.700000286102},{""page_index"":13,""viewing_time"":9802.099999904633},{""page_index"":14,""viewing_time"":7328},{""page_index"":15,""viewing_time"":9222.699999809265},{""page_index"":16,""viewing_time"":11716.900000095367},{""page_index"":17,""viewing_time"":10851.5}]","152221.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","23","465327","0.0-2.0-8.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","1773.8999996185303","","","13","1225","1153","&#9776;","elianto","#3366ff99"," "," ","1","+10","[2624]","1","0","1","","","","","","","","",""
"pit-trial","24","469017","0.0-2.0-8.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","835","","","13","1225","1153","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1687]","1","0","1","","","","","","","","",""
"pit-trial","25","473313","0.0-2.0-8.0-2.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
""fullscreenexit"",""5"",""44597""
""blur"",""5"",""47632""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""blur"",""5"",""47632""
","""event"",""trial"",""time""
""focus"",""5"",""63857""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2923""
","""event"",""trial"",""time""
""fullscreenexit"",""5"",""44597""
","","","1436.1999998092651","","","13","1225","1153","&#9776;","elianto","#3366ff99"," "," ","1","+10","[2286.3999996185303]","1","0","1","","","","","","","","",""
