"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","87","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","37478","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3130.4200000013225},{""page_index"":1,""viewing_time"":2643.4749999898486},{""page_index"":2,""viewing_time"":2653.6549999727868},{""page_index"":3,""viewing_time"":3087.950000015553},{""page_index"":4,""viewing_time"":3514.9100000271574},{""page_index"":5,""viewing_time"":2881.9099999964237},{""page_index"":6,""viewing_time"":3150.549999962095},{""page_index"":7,""viewing_time"":9155.645000049844},{""page_index"":8,""viewing_time"":4781.784999999218},{""page_index"":9,""viewing_time"":2383.514999994077}]","37385.70499996422","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","41490","0.0-1.0-1.0-0.0","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1","","","","","","","","","",""
"pit-trial","3","45501","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","1336.234999995213","1","0","1","","","","","","","","","",""
"pit-trial","4","49513","0.0-1.0-1.2-0.2","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1","","","","","","","","","",""
"pit-trial","5","52695","0.0-1.0-1.3-0.3","battery-v0.2","","473.5799999907613","1","elianto","#3366ff99","32","32","1","+10","1973.7500000046566","1","0","1","","","","","","","","","",""
"pit-trial","6","55922","0.0-1.0-1.4-0.4","battery-v0.2","","516.7699999874458","1","elianto","#3366ff99","32","32","1","+10","2017.0449999859557","1","0","1","","","","","","","","","",""
"pit-trial","7","59042","0.0-1.0-1.5-0.5","battery-v0.2","","408.4949999814853","1","elianto","#3366ff99","32","32","1","+10","1911.005000001751","1","0","1","","","","","","","","","",""
"call-function","8","59044","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","9","64444","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3301.4749999856576},{""page_index"":1,""viewing_time"":2096.2999999755993}]","5398.455000016838","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","10","68457","0.0-1.0-4.0-0.0","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","11","72467","0.0-1.0-4.1-0.1","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","12","76473","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","13","80482","0.0-1.0-4.3-0.3","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","14","80483","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
