"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","22","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","173248","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":76171.79999995232},{""page_index"":1,""viewing_time"":9965.799999952316},{""page_index"":2,""viewing_time"":6186.700000047684},{""page_index"":3,""viewing_time"":7809.899999856949},{""page_index"":4,""viewing_time"":7882.600000143051},{""page_index"":5,""viewing_time"":12112.099999904633},{""page_index"":6,""viewing_time"":22084.5},{""page_index"":7,""viewing_time"":20373.200000047684},{""page_index"":8,""viewing_time"":7003.299999952316},{""page_index"":9,""viewing_time"":3633.100000143051}]","173225","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","176799","0.0-1.0-1.0-0.0","battery-v0.2","","844.9000000953674","1","elianto","#3366ff99","32","32","1","+10","2345.2000000476837","1","0","1","","","","","","","","","",""
"pit-trial","3","180160","0.0-1.0-1.1-0.1","battery-v0.2","","654","1","elianto","#3366ff99","32","32","1","+10","2154","1","0","1","","","","","","","","","",""
"pit-trial","4","183645","0.0-1.0-1.2-0.2","battery-v0.2","","779.5999999046326","1","elianto","#3366ff99","32","32","1","+10","2280.399999856949","1","0","1","","","","","","","","","",""
"pit-trial","5","187345","0.0-1.0-1.3-0.3","battery-v0.2","","993.4000000953674","1","elianto","#3366ff99","32","32","1","+10","2494.5999999046326","1","0","1","","","","","","","","","",""
"call-function","6","187347","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","209618","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":17344.299999952316},{""page_index"":1,""viewing_time"":4925.799999952316}]","22270.599999904633","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","213627","0.0-1.0-4.0-0.0","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","9","217635","0.0-1.0-4.1-0.1","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","10","221642","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","3250.7000000476837","1","0","2","","","","","","","","","",""
"pit-trial","11","224727","0.0-1.0-4.3-0.3","battery-v0.2","","379.80000019073486","2","elianto","#3366ff99","-1","32","0","+1","1881","1","0","2","","","","","","","","","",""
"pit-trial","12","228738","0.0-1.0-4.4-0.4","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","13","232434","0.0-1.0-4.5-0.5","battery-v0.2","","986.7999999523163","2","elianto","#3366ff99","-1","32","0","+1","2489.0999999046326","1","0","2","","","","","","","","","",""
"pit-trial","14","236440","0.0-1.0-4.6-0.6","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
