"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","34","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4847","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","9021","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","[{""page_index"":0,""viewing_time"":4169.30000000447}]","4170.10000000149","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","12500","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","3475.6999999955297","[""shark""]","0","25","1239","145","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","13859","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","[{""page_index"":0,""viewing_time"":1350}]","1350.3999999985099","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","16176","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","2312.5999999940395","[""tiger""]","0","25","1239","145","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","16825","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","[{""page_index"":0,""viewing_time"":644.5}]","644.7000000029802","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","113914","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","[{""page_index"":0,""viewing_time"":8698.39999999851},{""page_index"":1,""viewing_time"":5947.4000000059605},{""page_index"":2,""viewing_time"":9264.69999999553},{""page_index"":3,""viewing_time"":5149.30000000447},{""page_index"":4,""viewing_time"":6085.89999999851},{""page_index"":5,""viewing_time"":5537},{""page_index"":6,""viewing_time"":7110.19999999553},{""page_index"":7,""viewing_time"":6575.70000000298},{""page_index"":8,""viewing_time"":7192.79999999702},{""page_index"":9,""viewing_time"":9491.10000000149},{""page_index"":10,""viewing_time"":7566.70000000298},{""page_index"":11,""viewing_time"":7191.89999999851},{""page_index"":12,""viewing_time"":6833.70000000298},{""page_index"":13,""viewing_time"":4439.69999999553}]","97085","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","116832","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","57.399999998509884","","","25","1239","145","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[909.1000000014901]","1","0","0","","","","","","","","",""
"pit-trial","9","119820","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","130.29999999701977","","","25","1239","145","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[981.1000000014901]","1","0","0","","","","","","","","",""
"pit-trial","10","123385","0.0-2.0-4.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","707.8000000044703","","","25","1239","145","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1558.5]","1","0","0","","","","","","","","",""
"pit-trial","11","126432","0.0-2.0-4.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","191.89999999850988","","","25","1239","145","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1043]","1","0","0","","","","","","","","",""
"pit-trial","12","129531","0.0-2.0-4.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","242.20000000298023","","","25","1239","145","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1093.7000000029802]","1","0","0","","","","","","","","",""
"pit-instructions","13","152855","0.0-2.0-5.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","[{""page_index"":0,""viewing_time"":4816.39999999851},{""page_index"":1,""viewing_time"":7265.70000000298},{""page_index"":2,""viewing_time"":5786.5},{""page_index"":3,""viewing_time"":5451.89999999851}]","23320.89999999851","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","157711","0.0-2.0-6.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","-1","","","25","1239","145","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","15","162569","0.0-2.0-6.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","-1","","","25","1239","145","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","16","167430","0.0-2.0-6.2-0.2","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","-1","","","25","1239","145","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","17","172286","0.0-2.0-6.3-0.3","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","-1","","","25","1239","145","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","18","177145","0.0-2.0-6.4-0.4","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","-1","","","25","1239","145","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-instructions","19","297024","0.0-2.0-7.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","[{""page_index"":0,""viewing_time"":6207.20000000298},{""page_index"":1,""viewing_time"":7432.79999999702},{""page_index"":2,""viewing_time"":7308.20000000298},{""page_index"":3,""viewing_time"":7102.19999999553},{""page_index"":4,""viewing_time"":5634.4000000059605},{""page_index"":5,""viewing_time"":5255.39999999851},{""page_index"":6,""viewing_time"":4464.79999999702},{""page_index"":7,""viewing_time"":7370},{""page_index"":8,""viewing_time"":6110.70000000298},{""page_index"":9,""viewing_time"":6627.89999999851},{""page_index"":10,""viewing_time"":6045.5},{""page_index"":11,""viewing_time"":5517.5},{""page_index"":12,""viewing_time"":7356.39999999851},{""page_index"":13,""viewing_time"":7119.39999999851},{""page_index"":14,""viewing_time"":6893.80000000447},{""page_index"":15,""viewing_time"":7323.10000000149},{""page_index"":16,""viewing_time"":8160.29999999702},{""page_index"":17,""viewing_time"":7942.70000000298}]","119872.70000000298","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","20","301598","0.0-2.0-8.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","1717.1000000014901","","","25","1239","145","&#9776;","elianto","#3366ff99"," "," ","1","+10","[2567.7999999970198]","1","0","1","","","","","","","","",""
"pit-trial","21","304986","0.0-2.0-8.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","535","","","25","1239","145","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1385.2000000029802]","1","0","1","","","","","","","","",""
"pit-trial","22","308261","0.0-2.0-8.0-2.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","422.20000000298023","","","25","1239","145","&#9776;","elianto","#3366ff99"," "," ","1","+10","[1272.5]","1","0","1","","","","","","","","",""
"pit-trial","23","311660","0.0-2.0-8.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","543.5","","","25","1239","145","&#9776;","elianto","#3366ff99"," "," ","1","0","[1393.7000000029802]","1","0","1","","","","","","","","",""
"pit-trial","24","315701","0.0-2.0-8.0-4.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","1179.8000000044703","","","25","1239","145","&#9776;","elianto","#3366ff99"," "," ","1","+10","[2033.2000000029802,2545]","2","0","1","","","","","","","","",""
"call-function","25","315703","0.0-2.0-9.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3855""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
