"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","23","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3375","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","7525","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","[{""page_index"":0,""viewing_time"":4146.900000095367}]","4147.400000095367","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","14118","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","","6589.200000047684","[""shark""]","0","13","999","886","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","15605","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","[{""page_index"":0,""viewing_time"":1473.5999999046326}]","1473.7999999523163","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","22430","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","","6821.799999952316","[""tiger""]","0","13","999","886","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","23669","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","[{""page_index"":0,""viewing_time"":1235.2999999523163}]","1235.5999999046326","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","137893","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","[{""page_index"":0,""viewing_time"":9733.200000047684},{""page_index"":1,""viewing_time"":5856},{""page_index"":2,""viewing_time"":7136.5},{""page_index"":3,""viewing_time"":5919.699999809265},{""page_index"":4,""viewing_time"":6807.800000190735},{""page_index"":5,""viewing_time"":7528.299999952316},{""page_index"":6,""viewing_time"":9399.899999856949},{""page_index"":7,""viewing_time"":8256.300000190735},{""page_index"":8,""viewing_time"":6943.599999904633},{""page_index"":9,""viewing_time"":11824},{""page_index"":10,""viewing_time"":7600.099999904633},{""page_index"":11,""viewing_time"":9449},{""page_index"":12,""viewing_time"":6791.100000143051},{""page_index"":13,""viewing_time"":10975.899999856949}]","114221.79999995232","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","141269","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","","515.7999999523163","","","13","999","886","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1366.5999999046326]","1","0","0","","","","","","","","",""
"pit-trial","9","144533","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2383""
","
","","","396.30000019073486","","","13","999","886","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1246.2999999523163]","1","0","0","","","","","","","","",""
