"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","73","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","62083","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3079.7099999617785},{""page_index"":1,""viewing_time"":2924.84999995213},{""page_index"":2,""viewing_time"":6093.375000054948},{""page_index"":3,""viewing_time"":3553.19500004407},{""page_index"":4,""viewing_time"":7593.799999915063},{""page_index"":5,""viewing_time"":5043.019999982789},{""page_index"":6,""viewing_time"":6094.040000112727},{""page_index"":7,""viewing_time"":15730.199999990873},{""page_index"":8,""viewing_time"":5970.74999997858},{""page_index"":9,""viewing_time"":5923.59999998007}]","62007.46999995317","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","65241","0.0-1.0-1.0-0.0","battery-v0.2","","437.7749999985099","1","elianto","#3366ff99","32","32","1","+10","1937.940000090748","1","0","1","","","","","","","","","",""
"pit-trial","3","69271","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1","","","","","","","","","",""
"pit-trial","4","72940","0.0-1.0-1.2-0.2","battery-v0.2","","951.3250000309199","1","elianto","#3366ff99","32","32","1","+10","2451.4150000177324","1","0","1","","","","","","","","","",""
"pit-trial","5","76227","0.0-1.0-1.3-0.3","battery-v0.2","","562.184999929741","1","elianto","#3366ff99","32","32","1","+10","2068.6099999584258","1","0","1","","","","","","","","","",""
"pit-trial","6","79218","0.0-1.0-1.4-0.4","battery-v0.2","","263.56999995186925","1","elianto","#3366ff99","32","32","1","+10","1769.869999960065","1","0","1","","","","","","","","","",""
"call-function","7","79225","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","8","99267","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":11387.755000032485},{""page_index"":1,""viewing_time"":8655.885000014678}]","20044.304999988526","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","9","102926","0.0-1.0-4.0-0.0","battery-v0.2","","942.8749999497086","2","elianto","#3366ff99","-1","32","0","+1","2443.9349999884143","1","0","2","","","","","","","","","",""
"pit-trial","10","106951","0.0-1.0-4.1-0.1","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","11","110975","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","12","115009","0.0-1.0-4.3-0.3","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","13","115020","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","14","135580","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":11135.454999981448},{""page_index"":1,""viewing_time"":9423.285000026226}]","20559.314999962226","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","15","139610","0.0-1.0-7.0-0.0","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","16","143632","0.0-1.0-7.1-0.1","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","17","147661","0.0-1.0-7.2-0.2","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","18","151694","0.0-1.0-7.3-0.3","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"call-function","19","151705","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","20","159424","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2932.550000026822},{""page_index"":1,""viewing_time"":4785.58999998495}]","7718.835000065155","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","21","163451","0.0-1.0-10.0-0.0","battery-v0.2","","-1","4","elianto","#f73b6a7A","32","-1","0","-10","","0","0","4","","","","","","","","","",""
"pit-trial","22","166429","0.0-1.0-10.1-0.1","battery-v0.2","","254.82000003103167","4","elianto","#f73b6a7A","32","32","1","-1","1762.6999999629334","1","0","4","","","","","","","","","",""
"pit-trial","23","169493","0.0-1.0-10.2-0.2","battery-v0.2","","338.50499999243766","4","elianto","#f73b6a7A","32","32","1","-1","1838.7949999887496","1","0","4","","","","","","","","","",""
"pit-trial","24","173196","0.0-1.0-10.3-0.3","battery-v0.2","","985.4049999266863","4","elianto","#f73b6a7A","32","32","1","-1","2486.17499996908","1","0","4","","","","","","","","","",""
"call-function","25","173207","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","26","198173","0.0-1.0-12.0","battery-v0.2","[{""page_index"":0,""viewing_time"":9594.795000040904},{""page_index"":1,""viewing_time"":2457.2799999732524},{""page_index"":2,""viewing_time"":3327.9549999861047},{""page_index"":3,""viewing_time"":2247.7100000251085},{""page_index"":4,""viewing_time"":4705.344999907538},{""page_index"":5,""viewing_time"":2631.2250000191852}]","24964.934999938123","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","27","216535","0.0-1.0-13.0","battery-v0.2","","18347.40999992937","","","","","","","","","","","","","Press SPACE,+10,-1,True,True","0","","","","","","",""
"pit-instructions","28","222709","0.0-2.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2036.21499997098},{""page_index"":1,""viewing_time"":4119.360000011511}]","6156.2449999619275","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","29","226133","0.0-3.0","battery-v0.2","","685.6649999972433","J","elianto","#f73b6a7A","32","32","1","-10","2192.3299999907613","1","1","","","","","273","1","1","3","lose","go","1"
"pit-trial","30","229395","0.0-4.0","battery-v0.2","","532.1850000182167","D","elianto","#f73b6a7A","-1","32","0","-10","2038.3800000417978","1","1","","","","","273","2","2","4","lose","no-go","0"
"pit-trial","31","232548","0.0-5.0","battery-v0.2","","434.32999996002764","V","elianto","#3366ff99","-1","32","0","+1","1934.6149999182671","1","1","","","","","273","3","0","2","win","no-go","0"
"pit-trial","32","236588","0.0-6.0","battery-v0.2","","-1","K","elianto","#3366ff99","32","-1","0","+10","","0","1","","","","","273","4","3","1","win","go","1"
"pit-trial","33","239955","0.0-7.0","battery-v0.2","","647.0899999840185","D","elianto","#f73b6a7A","-1","32","0","-10","2153.1649999087676","1","1","","","","","273","5","2","4","lose","no-go","0"
"pit-trial","34","243628","0.0-8.0","battery-v0.2","","952.0900000352412","V","elianto","#3366ff99","-1","32","0","+1","2453.6950000328943","1","1","","","","","273","6","0","2","win","no-go","0"
"pit-trial","35","246912","0.0-9.0","battery-v0.2","","562.0199999539182","J","elianto","#f73b6a7A","32","32","1","-1","2064.4549999851733","1","1","","","","","273","7","1","3","lose","go","0"
"pit-trial","36","250945","0.0-10.0","battery-v0.2","","-1","K","elianto","#3366ff99","32","-1","0","+1","","0","1","","","","","273","8","3","1","win","go","0"
"pit-trial","37","254970","0.0-11.0","battery-v0.2","","-1","D","elianto","#f73b6a7A","-1","-1","1","-10","2863.560000085272","1","1","","","","","273","9","2","4","lose","no-go","1"
"pit-trial","38","258988","0.0-12.0","battery-v0.2","","-1","V","elianto","#3366ff99","-1","-1","1","+10","","0","1","","","","","273","10","0","2","win","no-go","0"
"pit-trial","39","263022","0.0-13.0","battery-v0.2","","-1","J","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","273","11","1","3","lose","go","0"
"pit-trial","40","266463","0.0-14.0","battery-v0.2","","715.0350000010803","K","elianto","#3366ff99","32","32","1","+10","2222.9499999666587","1","1","","","","","273","12","3","1","win","go","0"
"pit-trial","41","270249","0.0-15.0","battery-v0.2","","1066.7399999219924","V","elianto","#3366ff99","-1","32","0","+10","2568.7299999408424","1","1","","","","","273","13","0","2","win","no-go","1"
"pit-trial","42","274272","0.0-16.0","battery-v0.2","","-1","J","elianto","#f73b6a7A","32","-1","0","-10","","0","1","","","","","273","14","1","3","lose","go","0"
