"trial_type","trial_index","time_elapsed","internal_node_id","task_version","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","24","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4169","0.0-1.0","battery-v0.2","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","9804","0.0-2.0-0.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5631.89999961853}]","5632.5","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","15294","0.0-2.0-1.0-0.0","battery-v0.2","","","5487.39999961853","[""shark""]","0","11","997","230","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","17521","0.0-2.0-1.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":2222}]","2222.199998855591","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","22720","0.0-2.0-2.0-0.0","battery-v0.2","","","5197.200000762939","[""tiger""]","0","11","997","230","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","24068","0.0-2.0-2.0-1.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":1345.8000011444092}]","1346.1000003814697","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","126209","0.0-2.0-3.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":9594.60000038147},{""page_index"":1,""viewing_time"":5883.700000762939},{""page_index"":2,""viewing_time"":8640.5},{""page_index"":3,""viewing_time"":5737.60000038147},{""page_index"":4,""viewing_time"":6075.39999961853},{""page_index"":5,""viewing_time"":6007.5},{""page_index"":6,""viewing_time"":9157.89999961853},{""page_index"":7,""viewing_time"":6469},{""page_index"":8,""viewing_time"":7740.10000038147},{""page_index"":9,""viewing_time"":8696.29999923706},{""page_index"":10,""viewing_time"":8640.5},{""page_index"":11,""viewing_time"":7200.60000038147},{""page_index"":12,""viewing_time"":7593.39999961853},{""page_index"":13,""viewing_time"":4702.89999961853}]","102140.20000076294","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","129597","0.0-2.0-4.0-0.0","battery-v0.2","","","529.8999996185303","","","11","997","230","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1382.6000003814697]","1","0","0","","","","","","","","",""
"pit-trial","9","133083","0.0-2.0-4.1-0.1","battery-v0.2","","","631.3000011444092","","","11","997","230","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1481.7000007629395]","1","0","0","","","","","","","","",""
"pit-trial","10","136568","0.0-2.0-4.2-0.2","battery-v0.2","","","631.1999988555908","","","11","997","230","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1482.6000003814697]","1","0","0","","","","","","","","",""
"pit-trial","11","140216","0.0-2.0-4.3-0.3","battery-v0.2","","","792.2000007629395","","","11","997","230","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1643]","1","0","0","","","","","","","","",""
"pit-trial","12","143565","0.0-2.0-4.4-0.4","battery-v0.2","","","495.1000003814697","","","11","997","230","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1346.8000011444092]","1","0","0","","","","","","","","",""
"pit-instructions","13","165606","0.0-2.0-5.0","battery-v0.2","","[{""page_index"":0,""viewing_time"":5940.699998855591},{""page_index"":1,""viewing_time"":5197.10000038147},{""page_index"":2,""viewing_time"":5771.5},{""page_index"":3,""viewing_time"":5129.89999961853}]","22039.39999961853","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","14","170463","0.0-2.0-6.0-0.0","battery-v0.2","","","-1","","","11","997","230","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","15","175320","0.0-2.0-6.1-0.1","battery-v0.2","","","-1","","","11","997","230","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","16","180175","0.0-2.0-6.2-0.2","battery-v0.2","","","-1","","","11","997","230","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","17","185033","0.0-2.0-6.3-0.3","battery-v0.2","","","-1","","","11","997","230","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
"pit-trial","18","189892","0.0-2.0-6.4-0.4","battery-v0.2","","","-1","","","11","997","230","&#9854;","elianto","#FFFFF080","-1","-1","1","&#10004","[]","0","0","1","","","","","","","","",""
