"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","29","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","3238","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","13484","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","[{""page_index"":0,""viewing_time"":10236.800000000047}]","10237.800000000047","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","23043","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","","9547.5","[""shark""]","0","11","1224","285","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","26915","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","[{""page_index"":0,""viewing_time"":3842.5}]","3843.1999999999534","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","31911","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","","4984.5","[""tiger""]","0","11","1224","285","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","40277","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","[{""page_index"":0,""viewing_time"":8360.29999999993}]","8361.099999999977","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","154459","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","[{""page_index"":0,""viewing_time"":9955.599999999977},{""page_index"":1,""viewing_time"":5559},{""page_index"":2,""viewing_time"":7389.800000000047},{""page_index"":3,""viewing_time"":5080.099999999977},{""page_index"":4,""viewing_time"":5530.599999999977},{""page_index"":5,""viewing_time"":5479.599999999977},{""page_index"":6,""viewing_time"":8000.300000000047},{""page_index"":7,""viewing_time"":6629.79999999993},{""page_index"":8,""viewing_time"":6449.600000000093},{""page_index"":9,""viewing_time"":9510.099999999977},{""page_index"":10,""viewing_time"":12979.900000000023},{""page_index"":11,""viewing_time"":19420.29999999993},{""page_index"":12,""viewing_time"":6716.5},{""page_index"":13,""viewing_time"":5470}]","114172.29999999993","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","158459","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","","1134.5","","","11","1224","285","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1987.1000000000931,3525.70000000007]","2","0","0","","","","","","","","",""
"pit-trial","9","162219","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""2269""
","
","","","883.5999999999767","","","11","1224","285","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[1734.3000000000466,2573.3000000000466,3608.4000000000233]","3","0","0","","","","","","","","",""
