"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","30","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","4028","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","32849","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","","[{""page_index"":0,""viewing_time"":28810.299999998882}]","28812.799999998882","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","37356","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","","","4496.200000001118","[""shark""]","0","11","1240","284","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","39686","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","","[{""page_index"":0,""viewing_time"":2302.39999999851}]","2303.2999999988824","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","44435","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","
","","","4740","[""tiger""]","0","11","1240","284","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","46465","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
""fullscreenexit"",""7"",""163821""
""blur"",""7"",""165460""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""blur"",""7"",""165460""
","""event"",""trial"",""time""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","""event"",""trial"",""time""
""fullscreenexit"",""7"",""163821""
","","[{""page_index"":0,""viewing_time"":2021.0999999996275}]","2021.5999999996275","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","239683","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
""fullscreenexit"",""7"",""163821""
""blur"",""7"",""165460""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""blur"",""7"",""165460""
","""event"",""trial"",""time""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","""event"",""trial"",""time""
""fullscreenexit"",""7"",""163821""
","","[{""page_index"":0,""viewing_time"":11263},{""page_index"":1,""viewing_time"":8619.5},{""page_index"":2,""viewing_time"":6539.9000000003725},{""page_index"":3,""viewing_time"":7180.5999999996275},{""page_index"":4,""viewing_time"":6145.800000000745},{""page_index"":5,""viewing_time"":6475.5},{""page_index"":6,""viewing_time"":8547.799999998882},{""page_index"":7,""viewing_time"":12240.700000001118},{""page_index"":8,""viewing_time"":12780.39999999851},{""page_index"":9,""viewing_time"":10459.400000000373},{""page_index"":10,""viewing_time"":7320.5999999996275},{""page_index"":11,""viewing_time"":7087},{""page_index"":12,""viewing_time"":6361.9000000003725},{""page_index"":13,""viewing_time"":82187.59999999963}]","193210.40000000037","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","244541","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
""fullscreenexit"",""7"",""163821""
""blur"",""7"",""165460""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""blur"",""7"",""165460""
","""event"",""trial"",""time""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","""event"",""trial"",""time""
""fullscreenexit"",""7"",""163821""
","","","-1","","","11","1240","284","&#9784;","elianto","#FFFFF080"," ","-1","0","&#10060","[]","0","0","0","","","","","","","","",""
"pit-trial","9","249404","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
""fullscreenexit"",""7"",""163821""
""blur"",""7"",""165460""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""blur"",""7"",""165460""
","""event"",""trial"",""time""
""focus"",""7"",""236410""
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""3054""
","""event"",""trial"",""time""
""fullscreenexit"",""7"",""163821""
","","","-1","","","11","1240","284","&#9784;","elianto","#FFFFF080"," ","-1","0","&#10060","[]","0","0","0","","","","","","","","",""
