"trial_type","trial_index","time_elapsed","internal_node_id","task_version","subject_id","interactions","blur_events","focus_events","fullscreenenter_events","fullscreenexit_events","success","view_history","rt","responses","num_errors","age","subject","participantId","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","sub","trial","stimulus","robot","valence","action","sham","browser_interactions"
"pavlovia","0","42","0.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fullscreen","1","16177","0.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","true","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","2","25303","0.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","[{""page_index"":0,""viewing_time"":9120.89999999106}]","9121.79999999702","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","3","34597","0.0-2.0-1.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","","9288.70000000298","[""shark""]","0","14","1330","189","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","4","56864","0.0-2.0-1.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","[{""page_index"":0,""viewing_time"":18443.90000000596}]","18444.40000000596","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-comprehension","5","61289","0.0-2.0-2.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","","4417.29999999702","[""tiger""]","0","14","1330","189","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","6","63158","0.0-2.0-2.0-1.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","[{""page_index"":0,""viewing_time"":1861.8999999910593}]","1862.3999999910593","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","168935","0.0-2.0-3.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","[{""page_index"":0,""viewing_time"":19935},{""page_index"":1,""viewing_time"":5838.5999999940395},{""page_index"":2,""viewing_time"":7196.9000000059605},{""page_index"":3,""viewing_time"":5597.399999991059},{""page_index"":4,""viewing_time"":6085.300000011921},{""page_index"":5,""viewing_time"":5304.0999999940395},{""page_index"":6,""viewing_time"":5266.29999999702},{""page_index"":7,""viewing_time"":6151},{""page_index"":8,""viewing_time"":6316.4000000059605},{""page_index"":9,""viewing_time"":14152.70000000298},{""page_index"":10,""viewing_time"":7296},{""page_index"":11,""viewing_time"":5556.79999999702},{""page_index"":12,""viewing_time"":7011.0999999940395},{""page_index"":13,""viewing_time"":4063.6000000089407}]","105771.79999999702","","","","","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","172423","0.0-2.0-4.0-0.0","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","","612.6000000089407","","","14","1330","189","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[52.5,1476.300000011921]","2","0","0","","","","","","","","",""
"pit-trial","9","176814","0.0-2.0-4.1-0.1","battery-v0.2","","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","
","""event"",""trial"",""time""
""fullscreenenter"",""1"",""15490""
","
","","","1518.9000000059605","","","14","1330","189","&#9784;","elianto","#FFFFF080"," "," ","1","&#10004","[48.29999999701977,2373.9000000059605]","2","0","0","","","","","","","","",""
