"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","48","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","35744","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2887.9799998831004},{""page_index"":1,""viewing_time"":2320.035000098869},{""page_index"":2,""viewing_time"":3734.6749999560416},{""page_index"":3,""viewing_time"":3011.3999999593943},{""page_index"":4,""viewing_time"":4248.0650001671165},{""page_index"":5,""viewing_time"":2544.5049998816103},{""page_index"":6,""viewing_time"":2978.0349999200553},{""page_index"":7,""viewing_time"":5260.075000114739},{""page_index"":8,""viewing_time"":5510.964999906719},{""page_index"":9,""viewing_time"":3191.1250001285225}]","35688.2199998945","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","38992","0.0-1.0-1.0-0.0","battery-v0.2","","534.4450001139194","1","elianto","#3366ff99","32","32","1","+10","2035.4599999263883","1","0","1","","","","","","","","","",""
"pit-trial","3","42003","0.0-1.0-1.1-0.1","battery-v0.2","","297.77500010095537","1","elianto","#3366ff99","32","32","1","+10","1798.7349999602884","1","0","1","","","","","","","","","",""
"pit-trial","4","44924","0.0-1.0-1.2-0.2","battery-v0.2","","207.28500001132488","1","elianto","#3366ff99","32","32","1","+10","1707.674999954179","1","0","1","","","","","","","","","",""
"pit-trial","5","47951","0.0-1.0-1.3-0.3","battery-v0.2","","313.3600000292063","1","elianto","#3366ff99","32","32","1","+10","1813.9499998651445","1","0","1","","","","","","","","","",""
"call-function","6","47955","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","7","54592","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":3999.274999834597},{""page_index"":1,""viewing_time"":2636.3100002054125}]","6636.219999985769","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","8","57537","0.0-1.0-4.0-0.0","battery-v0.2","","232.31500014662743","2","elianto","#3366ff99","-1","32","0","+1","1733.1050001084805","1","0","2","","","","","","","","","",""
"pit-trial","9","60450","0.0-1.0-4.1-0.1","battery-v0.2","","192.73499981500208","2","elianto","#3366ff99","-1","32","0","+1","1693.9799999818206","1","0","2","","","","","","","","","",""
"pit-trial","10","63836","0.0-1.0-4.2-0.2","battery-v0.2","","666.1149999126792","2","elianto","#3366ff99","-1","32","0","+1","2167.054999852553","1","0","2","","","","","","","","","",""
"pit-trial","11","67855","0.0-1.0-4.3-0.3","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","12","71873","0.0-1.0-4.4-0.4","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","13","75891","0.0-1.0-4.5-0.5","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"call-function","14","75892","0.0-1.0-5.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","15","87377","0.0-1.0-6.0","battery-v0.2","[{""page_index"":0,""viewing_time"":8030.7700000703335},{""page_index"":1,""viewing_time"":3453.8149998988956}]","11484.9900000263","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","16","90751","0.0-1.0-7.0-0.0","battery-v0.2","","664.6000000182539","3","elianto","#f73b6a7A","-1","32","0","-10","2165.705000050366","1","0","3","","","","","","","","","",""
"pit-trial","17","94767","0.0-1.0-7.1-0.1","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","18","98778","0.0-1.0-7.2-0.2","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"pit-trial","19","102788","0.0-1.0-7.3-0.3","battery-v0.2","","-1","3","elianto","#f73b6a7A","-1","-1","1","-1","","0","0","3","","","","","","","","","",""
"call-function","20","102789","0.0-1.0-8.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","21","111246","0.0-1.0-9.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6627.735000103712},{""page_index"":1,""viewing_time"":1827.9699999839067}]","8456.419999944046","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","22","114652","0.0-1.0-10.0-0.0","battery-v0.2","","693.8799999188632","4","elianto","#f73b6a7A","32","32","1","-1","2194.6250000037253","1","0","4","","","","","","","","","",""
"pit-trial","23","117789","0.0-1.0-10.1-0.1","battery-v0.2","","419.7400000412017","4","elianto","#f73b6a7A","32","32","1","-1","1920.3949999064207","1","0","4","","","","","","","","","",""
"pit-trial","24","120922","0.0-1.0-10.2-0.2","battery-v0.2","","413.2349998690188","4","elianto","#f73b6a7A","32","32","1","-1","1914.5299999509007","1","0","4","","","","","","","","","",""
"pit-trial","25","123876","0.0-1.0-10.3-0.3","battery-v0.2","","249.00999991223216","4","elianto","#f73b6a7A","32","32","1","-1","1750.125000020489","1","0","4","","","","","","","","","",""
"call-function","26","123876","0.0-1.0-11.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
