"trial_type","trial_index","time_elapsed","internal_node_id","task_version","view_history","rt","rune","rune_set","hex","correct","choice","accuracy","outcome","keys","total_keys","block","practice","value","responses","num_errors","sub","trial","stimulus","robot","valence","action","sham"
"pavlovia","0","158","0.0-0.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","1","59364","0.0-1.0-0.0","battery-v0.2","[{""page_index"":0,""viewing_time"":2635.509999934584},{""page_index"":1,""viewing_time"":1911.3700001034886},{""page_index"":2,""viewing_time"":1976.4950000680983},{""page_index"":1,""viewing_time"":3702.9699999839067},{""page_index"":2,""viewing_time"":5264.584999997169},{""page_index"":3,""viewing_time"":5088.084999937564},{""page_index"":4,""viewing_time"":6351.650000084192},{""page_index"":5,""viewing_time"":4960.569999879226},{""page_index"":6,""viewing_time"":4488.640000112355},{""page_index"":7,""viewing_time"":10598.989999853075},{""page_index"":8,""viewing_time"":8048.004999989644},{""page_index"":9,""viewing_time"":4175.915000028908}]","59203.54499993846","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","2","63368","0.0-1.0-1.0-0.0","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1","","","","","","","","","",""
"pit-trial","3","67372","0.0-1.0-1.1-0.1","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1","","","","","","","","","",""
"pit-trial","4","71377","0.0-1.0-1.2-0.2","battery-v0.2","","-1","1","elianto","#3366ff99","32","-1","0","+1","","0","0","1","","","","","","","","","",""
"pit-trial","5","74340","0.0-1.0-1.3-0.3","battery-v0.2","","259.52499988488853","1","elianto","#3366ff99","32","32","1","+10","1760.4799999389797","1","0","1","","","","","","","","","",""
"pit-trial","6","77223","0.0-1.0-1.4-0.4","battery-v0.2","","175.69499998353422","1","elianto","#3366ff99","32","32","1","+10","1677.8100000228733","1","0","1","","","","","","","","","",""
"pit-trial","7","80427","0.0-1.0-1.5-0.5","battery-v0.2","","499.9250001274049","1","elianto","#3366ff99","32","32","1","+10","2001.054999884218","1","0","1","","","","","","","","","",""
"call-function","8","80428","0.0-1.0-2.0","battery-v0.2","","","","","","","","","","","","","","","","","","","","","","",""
"pit-instructions","9","88932","0.0-1.0-3.0","battery-v0.2","[{""page_index"":0,""viewing_time"":6526.720000198111},{""page_index"":1,""viewing_time"":1976.5749999787658}]","8503.580000018701","","","","","","","","","","","","","","","","","","","","",""
"pit-trial","10","92934","0.0-1.0-4.0-0.0","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","3302.5350000243634","1","0","2","","","","","","","","","",""
"pit-trial","11","96938","0.0-1.0-4.1-0.1","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
"pit-trial","12","100943","0.0-1.0-4.2-0.2","battery-v0.2","","-1","2","elianto","#3366ff99","-1","-1","1","+10","","0","0","2","","","","","","","","","",""
